Aeschylus|Prometheus Bound|More leisure than I wish is mine.
Pindaro|NULL|Non desiderare, anima mia, la vita degli immortali, ma godi a fondo i beni alla tua porta.
Plutarco|NULL|Gli Spartani non chiedono quanti sono i nemici, ma dove si trovano.
Edgar Allan Poe|NULL|It was a night of unusual gloom.
Edgar Allan Poe|NULL|...out of joy is sorrow born. Either the memory of past bliss is the anguish of to-day, or the agonies which em(are) have their origin in the ecstasies which em(might have been).
Edgar Allan Poe|NULL|...the play is the tragedy, "Man", and its hero the Conqueror Worm.
Edgar Allan Poe|NULL|For example, there are few men of extraordinary profundity who are found wanting in an inclination for the bottle.
Edgar Allan Poe|NULL|Among other ideas, that of universal equality gained ground; and in the face of analogy and of God - in despite of the loud warning voice of the laws of gradation so visibly pervading all things in Earth and Heaven - wild attempts at an omni-prevalent Democracy were made.
Edgar Allan Poe|NULL|The thousand injuries of Fortunato I had borne as I best could, but when he ventured upon insult I vowed revenge.
Edgar Allan Poe|NULL|I stood petrified with horror and rage. I endeavoured to reply, but my tongue refused its office.
Edgar Allan Poe|NULL|...which confined me within the coffin, which deposited me within the hearse, which bore me to the grave, which lowered me within it, which heaped heavily the mould upon me, and which thus left me, in blackness and corruption, to my sad and solemn slumbers with the worm.
Neil Postman|Amusing Ourselves To Death|In Huxley's vision, no Big Brother is required to deprive people of their autonomy, maturity, and history. As he saw it, people will come to love their oppression, to adore the technologies that undo their capacities to think.
Neil Postman|Amusing Ourselves To Death|Think of Richard Nixon, or Jimmy Carter, or Billy Graham, or even Albert Einstein, and what will come to your mind is an image, a picture of face, most likely a face on a television screen (in Einstein's case, a photograph of a face). Of words, nothing will come to mind. This is the difference between thinking in a word-centered culture and thinking in an image-centered culture.
Neil Postman|Amusing Ourselves To Death|The problem is not that television presents us with entertaining subject matter, but that all subject matter is presented as entertaining, which is another issue entirely.
Neil Postman|Amusing Ourselves To Death|It is not merely that, on the television screen, entertainment is the metaphor for all discourse. It is that off the screen the same metaphor prevails.
Neil Postman|Amusing Ourselves To Death|All that has happened is that the public has adjusted to incoherence and been amused into indifference. Which is why Aldous Huxley would not in the least be surprised by the story. Indeed, he prophesized its coming. He believed that it is far more likely that the Western democracies will dance and dream themselves into oblivion than march into it, single file and manacled. Huxley grasped, as Orwell did not, that it is not necessary to conceal anything from a public insensible to contradiction and narcotized by technological diversions. Although Huxley did not specify that television would be our main line to the drug, he would have no difficulty accepting Robert MacNeil's observation that "television is the soma of Aldous Huxley's em(Brave New World)". Big Brother turns out to be Howdy Doody.
Neil Postman|Amusing Ourselves To Death|In the Huxleyan prophecy, Big Brother does not watch us, by his choice; we watch him, by ours. There is no need for wardens, or gates or Ministries of Truth. When a population becomes distracted by trivia, when cultural life is redefined as a perpetual round of entertainments, when serious public conversation becomes a form of baby-talk... then culture-death is a clear possibility.
Neil Postman|Amusing Ourselves To Death|Public consciousness has not yet assimilated the point that technology is ideology...
Neil Postman|Technopoly|Technopoly is a state of culture. It is also a state of mind. It consists in the deification of technology, which means that the culture seeks its authorization in technology, and takes its orders from technology.
Neil Postman|Technopoly|It's a world in which the idea of human progress, as Bacon expressed it, has been replaced by the idea of technological progress.
Neil Postman|Technopoly|I will go further: in Technopoly, all experts are invested with the charisma of priestliness.
Neil Postman|Technopoly|I am constantly amazed at how obediently people accept explanations that begin with the words "the computer shows..." or "the computer has determined..." It is Technopoly's equivalent of the sentence "It is God's will.", and the effect is roughly the same.
Neil Postman|Technopoly|The Technopoly story is without a moral centre. It puts in its place efficiency, interest, and economic advance.
Marcel Proust|Albertine disparue|Laisson les jolies femmes aux hommes sans imagination.
Marcel Proust|Albertine disparue|Jamais je ne retrouverais cette chose divine: un être avec qui je pusse causer de tout, à qui je pusse me confier.
Marcel Proust|Albertine disparue|Nous voyons, nous entendons, nous concevons le monde tout de travers.... Cette perpétuelle erreur, qui est précisément la «vie», ne donne pas ses mille formes seulement à l'univers visible et à l'univers audible, mais à l'univers social, à l'univers sentimental, à l'univers historique, etc.
Marcel Proust|Albertine disparue|...des principes égalitaires de 1789 elle ne réclamait qu'un droit du citoyen, celui de ne pas prononcer comme nous et de maintenir qu'hôtel, été et air étaient du genre féminin...
Marcel Proust|Albertine disparue|Notre amour de la vie n'est qu'une vieille liaison dont nous ne savons pas nous débarrasser. Sa force est dans sa permanence. Mais la mort qui la rompt nous guérira du désir de l'immortalité.
Marcel Proust|Albertine disparue|Car il y a dans ce monde où tout s'use, où tout périt, une chose qui tombe en ruines, qui se détruit encore plus complètement, en laissant encore moins de vestiges que la Beauté: c'est le Chagrin.
Marcel Proust|Du côté du chez Swann|Quand d'un passé ancien rien ne subsiste, après la mort des êtres, après la destruction des choses seules, plus frêles mais plus vivaces, plus immatérielles, plus persistantes, plus fidèles, l'odeur et la saveur restent encore longtemps, comme des âmes, à se rappeler, à attendre, à espérer, sur la ruine de tout le reste, à porter sans fléchir, sur leur gouttelette presque impalpable, l'édifice immense du souvenir.
Marcel Proust|Du côté du chez Swann|Quand, plus tard, j'ai eu l'occasion de rencontrer, au cours de ma vie, dans des couvents par exemple, des incarnations vraiment saintes de la charité active, elles avaient généralement un air allègre, positif, indifférent et brusque de chirurgien pressé, ce visage où ne se lit aucune commisération, aucun attendrissement devant la souffrance humaine, aucune crainte de la heurter, et qui est le visage sans douceur, le visage antipathique et sublime de la vraie bonté.
Marcel Proust|Du côté du chez Swann|Je vis si résolument en dehors des contingences physiques que mes sens ne prennent pas la peine de me les notifier.
Marcel Proust|Du côté du chez Swann|Un petit coup au carreau, comme si quelque chose l'avait heurté, suivi d'une ample chute légère comme de grains de sable qu'on eût laissé tomber d'une fenêtre au-dessus, puis la chute s'étendant, se réglant, adoptant un rythme, devenant fluide, sonore, musicale, innombrable, universelle: c'était la pluie.
Marcel Proust|Du côté du chez Swann|Il se taisait, il regardait mourir leur amour.
Marcel Proust|Du côté du chez Swann|Chose étrange que ces mots «deux ou trois fois», rien que des mots, des mots prononcés dans l'air, à distance, puissent ainsi déchirer le cœur comme s'ils le touchaient véritablement, puissent rendre malade, comme un poison qu'on absorberait.
Marcel Proust|Du côté du chez Swann|Car l'un ne voulait pas d'un sucre d'orge rouge parce qu'il préférait le violet et l'autre, les larmes aux yeux, refusait une prune que voulait lui acheter sa bonne, parce que, finit-il par dire d'une voix passionnée: «J'aime mieux, l'autre prune, parce qu'elle a un ver!»
Marcel Proust|Du côté du chez Swann|Dire que j'ai gâché des années de ma vie, que j'ai voulu mourir, que j'ai eu mon plus grand amour, pour une femme qui ne me plaisait pas, qui n'était pas mon genre!
Marcel Proust|La prisonnière|...comme on fait du téléphone, instrument surnaturel devant les miracles duquel on s'émerveillait jadis, et dont on se sert maintenant sans même y penser, pour faire venir son tailleur ou commander une glace.
Marcel Proust|La prisonnière|Qu'y a-t-il de plus poétique que Xerxès, fils de Darius, faisant fouetter de verges la mer qui avait englouti ses vaisseaux?
Marcel Proust|La prisonnière|Quand elle dormait, je n'avais plus à parler, je savais que je n'étais plus regardé par elle, je n'avais plus besoin de vivre à la surface de moi-même.
Marcel Proust|La prisonnière|Tantôt, par des jours irrémédiablement mauvais, disait-on, rien que la résidence dans la maison, située au milieu d'une pluie égale et continue, avait la glissante douceur, le silence calmant, l'intérêt d'une navigation; une autre fois, par un jour clair, en restant immobile dans mon lit, c'était laisser tourner les ombres autour de moi comme d'un tronc d'arbre.
Marcel Proust|La prisonnière|...pour aviser au plus vite, j'essayai de téléphoner à Andrée; je me saisis du récepteur, j'invoquai les divinités implacables, mais ne fis qu'exciter leur fureur qui se traduisit par ces mots: «Pas libre.»
Marcel Proust|La prisonnière|J'appelle ici amour une torture réciproque.
Marcel Proust|La prisonnière|...une montagne de néant...
Marcel Proust|La prisonnière|La curiosité amoureuse est comme celle qu'excitent en nous les noms de pays; toujours déçue, elle renaît et reste toujours insatiable.
Marcel Proust|La prisonnière|C'est terrible d'avoir la vie d'une autre personne attachée a la sienne comme une bombe qu'on tiendrait sans qu'on puisse la lâcher sans crime.
Marcel Proust|La prisonnière|Le seul véritable voyage, le seul bain de Jouvence, ce ne serait pas d'aller vers de nouveaux paysages, mais d'avoir d'autres yeux, de voir l'univers avec les yeux d'un autre, de cent autres, de voir les cent univers que chacun d'eux voit, que chacun d'eux est; et cela, nous le pouvons avec un Elstir, avec un Vinteuil; avec leurs pareils, nous volons vraiment d'étoiles en étoiles.
Marcel Proust|La prisonnière|...l'Ange écarlate du matin...
Marcel Proust|La prisonnière|Quand je vous mens, c'est toujours par amitié pour vous.
Marcel Proust|Le côté de Guermantes|Nous sentons dans un monde, nous pensons, nous nommons dans un autre, nous pouvons entre les deux établir une concordance mais non combler l'intervalle.
Marcel Proust|Le côté de Guermantes|Et comme l'habitude est, de toutes les plantes humaines, celle qui a le moins besoin de sol nourricier pour vivre et qui apparaît la première sur le roc en apparence le plus désolé...
Marcel Proust|Le côté de Guermantes|La vérité est que je n'appartiens guère à cette Terre où je me sens si exilé; il faut toute la force de la loi de gravitation pour m'y maintenir et que je ne m'évade pas dans une autre sphère.
Marcel Proust|Le côté de Guermantes|Ce n'était pas «Rachel quand du Seigneur» qui me semblait peu de chose, c'était la puissance de l'imagination humaine, l'illusion sur laquelle reposaient les douleurs de l'amour, que je trouvais grandes.
Marcel Proust|Le côté de Guermantes|L'amour? Je le fais souvent mais je n'en parle jamais.
Marcel Proust|Le côté de Guermantes|...après avoir poussé un léger soupir, elle se contenta de manifester de la nullité de l'impression que lui produisaient la vue de l'historien et la mienne en exécutant certains mouvements des ailes du nez avec une précision qui attestait l'inertie absolue de son attention désoeuvrée.
Marcel Proust|Le côté de Guermantes|Au pied du lit, convulsée par tous les souffles de cette agonie, ne pleurant pas mais par moments trempée de larmes, ma mère avait la désolation sans pensée d'un feuillage que cingle la pluie et retourne le vent.
Marcel Proust|Le côté de Guermantes|C'est la terrible tromperie de l'amour qu'il commence par nous faire jouer avec une femme non du monde extérieur, mais avec une poupée intérieure à notre cerveau...
Marcel Proust|Le côté de Guermantes|Les Courvoisier se faisaient de l'intelligence une idée moins favorable et, pour peu qu'on ne fût pas de leur monde, être intelligent n'était pas loin de signifier «avoir probablement assassiné père et mère».
Marcel Proust|Le côté de Guermantes|...il est bien rare qu'un d'entre nous ait le toupet de son originalité et ne mette pas son application à ressembler aux modèles les plus vantés.
Marcel Proust|Le temps retrouvé|...un être est tant d'êtres différents selons les personnes qui le jugent, en dehors même des différences de jugement.
Marcel Proust|Le temps retrouvé|Ainsi tourne la Roue du Monde.
Marcel Proust|Le temps retrouvé|...la mort de millions d'inconnus nous chatouille à peine et presque moins désagréablement qu'un courant d'air. Mme Verdurin, souffrant pour ses migraines de ne plus avoir de croissant à tremper dans son café au lait, avait obtenu de Cottard une ordonnance qui lui permettait de s'en faire faire dans certain restaurant dont nous avons parlé. Cela avait été presque aussi difficile à obtenir des pouvoirs publics que la nomination d'un général. Elle reprit son premier croissant le matin où les journaux narraient le naufrage du Lusitania. Tout en trempant le croissant dans le café au lait et donnant des pichenettes à son journal pour qu'il pût se tenir grand ouvert sans qu'elle eût besoin de détourner son autre main des trempettes, elle disait : «Quelle horreur! Cela dépasse en horreur les plus affreuses tragédies.» Mais la mort de tous ces noyés ne devait lui apparaître que réduite au milliardième, car tout en faisant, la bouche pleine, ces réflexions désolées, l'air qui surnageait sur sa figure, amené probablement là par la saveur du croissant, si précieux contre la migraine, était plutôt celui d'une douce satisfaction.
Marcel Proust|Le temps retrouvé|Il y avait certes, maintenant comme alors, la splendeur antique inchangée d'une lune cruellement, mystérieusement sereine, qui versait aux monuments encore intacts l'inutile beauté de sa lumière...
Marcel Proust|Le temps retrouvé|Mais comme chaque fois que je me trouvais arraché à mes habitudes, sorti à une autre heure, dans un lieu nouveau, j'éprouvais un vif plaisir.
Marcel Proust|Le temps retrouvé|J'avais trop experimenté l'impossibilité d'atteindre dans la réalité ce qui était au fond de moi-même.
Marcel Proust|Le temps retrouvé|...le sens artistique, c'est-à-dire la soumission à la réalité intériere...
Marcel Proust|Le temps retrouvé|Le devoir et la tache d'un écrivain sont ceux d'un traducteur.
Marcel Proust|Le temps retrouvé|Ça me faisait toujours penser au vers de Victor Hugo: «Emporte le bonheur et laisse-moi l'ennui.»
Marcel Proust|Le temps retrouvé|Car je comprenais que mourir n'était pas quelque chose de nouveau, mais qu'au contraire depuis mon enfance j'étais déjà mort bien des fois.
Marcel Proust|Le temps retrouvé|Là où je cherchais les grandes lois, on m'appelait fouilleur de détails.
Marcel Proust|Le temps retrouvé|Depuis le jour de l'escalier, rien du monde, aucun bonheur, qu'il vînt de l'amitié des gens, des progrès de mon œuvre, de l'espérance de la gloire, ne parvenait plus à moi que comme un si pâle soleil qu'il n'avait plus la vertu de me réchauffer, de me faire vivre, de me donner un désir quelconque, et encore était-il trop brillant, si blême qu'il fût, pour mes yeux qui préféraient se fermer, et je me retournais du côté du mur.
Marcel Proust|Sodome et Gomorrhe|Blottie toute seule derrière elle, une pauvre petite étoile allait servir d'unique compagne à la lune solitaire, tandis que celle-ci, tout en protégeant son amie, mais plus hardie et allant de l'avant, brandirait comme une arme irrésistible, comme un symbole oriental, son ample et merveilleux croissant d'or.
Marcel Proust|Sodome et Gomorrhe|Il est mort! Mais non, on exagère, on exagère!
Marcel Proust|Sodome et Gomorrhe|Vous êtes plutôt bizarroïde dans vos renseignements, mon cher!
Marcel Proust|Sodome et Gomorrhe|Car l'instinct d'imitation et l'absence de courage gouvernent les sociétés comme les foules.
Marcel Proust|Sodome et Gomorrhe|Il voyait le peu qu'on pouvait attendre des affections humaines, il s'y était résigné.
Marcel Proust|Sodome et Gomorrhe|Cependant l'aviateur sembla hésiter sur sa voie; je sentais ouvertes devant lui — devant moi, si l'habitude ne m'avait pas fait prisonnier — toutes les routes de l'espace, de la vie...
Marcel Proust|Sodome et Gomorrhe|Sans doute parlait-il ainsi par mécontentement de ne pas être invité, et aussi à cause de la satisfaction qu'ont les hommes «occupés» — fût-ce par le travail le plus sot — de «ne pas avoir le temps» de faire ce que vous faites.
Marcel Proust|Swann's Way|The fault I find with our journalism is that it forces us to take an interest in some fresh triviality or other every day, whereas only three of four books in a lifetime give us anything that is of real importance.
Marcel Proust|Swann's Way|...as will exert a benign influence on the mind by giving it a hankering for impossible journeys through the realms of time.
Marcel Proust|Swann's Way|Sir, I am absolutely incapable of telling you whether it has rained. I live so resolutely apart from physical contingencies that my senses no longer trouble to inform me of them.
Marcel Proust|Swann's Way|An hour or so later he received a note from Odette, and at once recognized that large handwriting in which an affectation of British stiffness imposed an apparent discipline upon ill-formed characters, suggestive, perhaps, to less biased eyes than his, of an untidiness of mind, a fragmentary education, or a want of sincerity and will-power.
Marcel Proust|Swann's Way|He could not explore the idea further, for a sudden access of that mental lethargy which was, with him, congenital, intermittent and providential, happened at that moment to extinguish every particle of light in his brain.
Marcel Proust|Swann's Way|With the result that he came to regret every pleasure that he tasted in her company, every new caress of which he had been so imprudent as to point out to her the delights, every fresh charm that he found in her, for he knew that, a moment later, they would go to enrich the collection of instruments in his torture chamber.
Marcel Proust|Swann's Way|Let's hope she'll refuse. Good God! Think of listening to Wagner for a whole fortnight with a woman who takes about as much interest in music as a tone-deaf newt - that would be fun!
Marcel Proust|Swann's Way|Verdurin! What a name! Oh, it must be said that they're perfect specimens of their disgusting kind! Thank God, it was high time that I stopped condescending to promiscuous intercourse with such infamy, such dung.
Marcel Proust|Swann's Way|But the harshness of his steely gaze was compensated by the softness of his cotton gloves, so that, as he approached Swann, he seemed to be exhibiting at once an utter contempt for his person and the most tender regard for his hat.
Marcel Proust|Swann's Way|Swann speedily recovered his sense of the general ugliness of the human male when, on the other side of the tapestry curtain, the spectacle of the servants gave place to that of the guests.
Marcel Proust|Swann's Way|...this woman whose reputation for beauty, misconduct and elegance was universal.
Marcel Proust|À l'ombre des jeunes filles en fleurs|On peut tout faire aux hommes qui vous aiment, ils sont idiots.
Marcel Proust|À l'ombre des jeunes filles en fleurs|Il me fallut l'accompagner dans un petit pavillon treillissé de vert, assez semblable aux bureaux d'octroi désaffectés du vieux Paris, et dans lequel étaient depuis peu installés ce qu'on appelle en Angleterre un lavabo, et en France, par une anglomanie mal informée, des water-closets.
Marcel Proust|À l'ombre des jeunes filles en fleurs|Quoi, vous croyez qu'elle a un derrière blue ciel comme les singes?
Marcel Proust|À l'ombre des jeunes filles en fleurs|Et je me lassai d'attendre, bien que quelques habituées fort humbles, soi-disant ouvrières, mais toujours sans travail, fussent venues me faire de la tisane et tenir avec moi une longue conversation à laquelle — malgré le sérieux des sujets traités — la nudité partielle ou complète de mes interlocutrices donnait une savoureuse simplicité.
Marcel Proust|À l'ombre des jeunes filles en fleurs|La constante vision de ce bonheur imaginaire m'aidait à supporter la destruction du bonheur réel.
Marcel Proust|À l'ombre des jeunes filles en fleurs|Quand on aime, l'amour est trop grand pour pouvoir être contenu tout entier en nous; il irradie vers la personne aimée, rencontre en elle une surface qui l'arrête, le force à revenir vers son point de départ; et c'est ce choc en retour de notre propre tendresse que nous appelons les sentiments de l'autre et qui nous charme plus qu'à l'aller, parce que nous ne connaissons pas qu'elle vient de nous.
Marcel Proust|À l'ombre des jeunes filles en fleurs|...la permanence et la durée ne sont promises à rien, pas même à la douleur.
Marcel Proust|À l'ombre des jeunes filles en fleurs|J'appliquais à son visage rendu indécis par le crépuscule le masque de mes rêves les plus passionnés, mais lisais dans son regard tourné vers moi l'horreur de mon néant.
Marcel Proust|À l'ombre des jeunes filles en fleurs|Mais il ne me répondit pas, soit étonnement de mes paroles, attention à son travail, souci de l'étiquette, dureté de son ouïe, respect du lieu, crainte du danger, paresse d'intelligence ou consigne du directeur.
Marcel Proust|À l'ombre des jeunes filles en fleurs|Et dès ce premier matin le soleil me désignait au loin, d'un doigt souriant, ces cimes bleues de la mer qui n'ont de nom sur aucune carte géographique, jusqu'à ce qu'étourdi de sa sublime promenade à la surface retentissante et chaotique de leurs crêtes et de leurs avalanches, il vînt se mettre à l'abri du vent dans ma chambre, se prélassant sur le lit défait et égrenant ses richesses sur le lavabo mouillé, dans la malle ouverte, où par sa splendeur même et son luxe déplacé, il ajoutait encore à l'impression du désordre.
Marcel Proust|À l'ombre des jeunes filles en fleurs|Mais avant tout j'avais ouvert mes rideaux dans l'impatience de savoir qu'elle était la Mer qui jouait ce matin-là au bord du rivage, comme une Néréïde. Car chacune de ces Mers ne restait jamais plus qu'un jour. Le lendemain il y en avait une autre qui parfois lui ressemblait. Mais je ne vis jamais deux fois la même.
Marcel Proust|À l'ombre des jeunes filles en fleurs|Comment s'appelle-t-il, cet ostrogoth-là, me demandait Albertine...
Marcel Proust|À l'ombre des jeunes filles en fleurs|Elle était de ces femmes à qui c'est un si grand plaisir de serrer la main qu'on est reconnaissant à la civilisation d'avoir fait du shake-hand un acte permis entre jeunes gens et jeunes filles qui s'abordent.
Quintilian|Institutio Oratorio|It has always, therefore, been my custom not to tie myself down to universal or general rules... For rules are rarely of such a kind that their validity cannot be shaken and overthrown in some particular or other.
Quintilian|Institutio Oratorio|If therefore we have received no fairer gift from heaven than speech, what shall we regard as so worthy of laborious cultivation, or in what should we sooner desire to excel our fellow-men, than that in which humanity excels all other living things?
Quintilian|Institutio Oratorio|Style has three kinds of excellence: correctness, lucidity, and elegance.
Quintilian|Institutio Oratorio|But such practices have disappeared into the limbo of absurdities.
Quintilian|Institutio Oratorio|Again it frequently happens that the more learned the teacher, the more lucid and intelligible is his instruction. For clearness is the first virtue of eloquence... Consequently the worse a teacher is, the harder he will be to understand.
Quintilian|Institutio Oratorio|...the preliminary task of unteaching is harder than that of teaching.
Hubert Reeves|Patience dans l'azur|Étendez-vous sur le sol, la nuit, loin des lumières. Fermez les yeux. Après quelques minutes, ouvrez-les sur la voûte étoilée... Vous aurez le vertige. Collé a la surface de votre vaisseau spatial, vous vous sentirez em(dans) l'espace. Goutez-en longuement l'ivresse.
Elizabeth Renzetti|NULL|Facebook is a fusillade of vacation photos and cat miscellany, but a letter is a guided missile to one person's heart.
Mordecai Richler|Barney's Version|John Hughes-McNoughton, born into Westmount affluence, misplaced his moral compass years ago.
Arthur Rimbaud|Une saison en enfer|L'ennui n'est plus mon amour.
Arthur Rimbaud|Une saison en enfer|Il faut être absolument moderne.
Mme Roland|Mémoires|Sous le tranquil abri du toit paternel, j'étais heureuse dès l'enfance avec des fleurs et des livres: dans l'étroite enceinte d'une prison, au milieu des fers imposés par la tyrannie la plus révoltante, j'oublie l'injustice des hommes, leurs sottises et mes maux, avec des livres et des fleurs.
Mme Roland|Mémoires|Enfin, je ne me suis mariée qu'à vingt-cinq ans, et avec une ame telle qu'on peut la présumer, des sens très-inflammables, beaucoup d'instruction sur divers objets; j'avais si bien évité l'instruction sur certain autre, que les événemens du mariage me parurent aussi surprenans que désagréables.
Mme Roland|Mémoires|A quatorze ans, comme aujourd'hui, j'avais environs cinq pieds; ma taille avait acquis toute sa croissance; la jambe bien faite, le pied bien posé, les hanches très-relevées; la poitrine large et superbement meublée...
Philip Roth|Portnoy's Complaint|And then, of course, my father is a man who has a certain amount of worrying to do each day, and sometimes he just has to forgo listening to the conversations going on around him in order to fulfill his anxiety requirement.
Philip Roth|Portnoy's Complaint|"The Pumpkin", is what I called her, in commemoration of her pigmentation and the size of her can.
Rumi|NULL|Why do you stay in prison, when the door is so wide open?
Rumi|NULL|Open the window in the centre of your chest, and let the spirits fly in and out.
Rumi|NULL|Let the beauty we love be what we do.
Rumi|NULL|Lovers don't finally meet somewhere. They're in each other all along.
Rumi|NULL|Then death comes like dawn, and you wake up laughing at what you thought was your grief.
Rumi|NULL|The soul at dawn is like darkened water that slowly begins to say "Thank you, thank you."
Rumi|NULL|Don't turn your head. Keep looking at the bandaged place. That's where the light enters you.
Rumi|NULL|Whoever is served that cup keeps quiet.
Rumi|NULL|That broken-down lowliness is the reality, not the language! Forget phraseology. I want burning, em(burning)!
Rumi|NULL|People who insult me are only polishing the mirror.
Carl Sagan|Cosmos|Our achievements rest on the accomplishments of 40,000 generations of our human predecessors, all but a tiny fraction of which are nameless and forgotten.
Carl Sagan|Cosmos|...these are some of the things that hydrogen atoms do, given fifteen billion years of cosmic evolution.
Lucio Anneo Seneca|NULL|Establish business relations with poverty.
Lucio Anneo Seneca|NULL|Contented poverty is an honourable estate.
Lucio Anneo Seneca|NULL|When Zeno received news of a shipwreck and heard that all his luggage had been sunk, he said, "Fortune bids me to be a less encumbered philosopher."
Lucio Anneo Seneca|NULL|Un grande anima si esprime con più calma e serenità.
Lucio Anneo Seneca|NULL|Insegnami che il bene della vita non consiste nella sua durata, ma nel suo uso.
Lucio Anneo Seneca|NULL|Viviamo tra cose tutte destinate a morire.
Richard Sennett|The Fall of Public Man|Today, public life has also become a matter of formal obligation. Most citizens approach their dealings with the state in a spirit of resigned acquiescence, but this public enervation is in its scope much broader than political affairs. Manners and ritual interchanges with strangers are looked on as at best formal and dry, at worst as phony. The stranger himself is a threatening figure, and few people can take great pleasure in that world of strangers, the cosmopolitan city.
Richard Sennett|The Fall of Public Man|Behaving with strangers in an emotionally satisfying way and yet remaining aloof from them was seen by the mid-18th century as the means by which the human animal was transformed into a social being.
Richard Sennett|The Fall of Public Man|During the 19th century the family came to appear less and less the center of a particular, non-public region, more an idealized refuge, a world all its own, with a higher moral value than the public realm.
William Shakespeare|Hamlet|O day and night, but this is wondrous strange!
William Shakespeare|Hamlet|Come; the croaking raven doth bellow for revenge.
William Shakespeare|Hamlet|What a piece of work is a man! How noble in reason! how infinite in faculties! in form and moving, how express and admirable! in action, how like an angel! in apprehension, how like a god! the beauty of the world! the paragon of animals! And yet, to me, what is this quintessence of dust?
William Shakespeare|Much Ado About Nothing|What, my dear Lady Disdain? Are you yet living?
William Shakespeare|Much Ado About Nothing|O illegitimate construction! I scorn that with my heels.
William Shakespeare|Much Ado About Nothing|Hath no man's dagger here a point for me?
William Shakespeare|Much Ado About Nothing|O God, that I were a man! I would eat his heart in the market-place.
William Shakespeare|Much Ado About Nothing|I must discontinue your company.
William Shakespeare|Romeo and Juliet|Earth has swallowed all my hopes but she...
William Shakespeare|Romeo and Juliet|But He that hath the steerage of my course^NL^Direct my sail! On, lusty gentlemen.
William Shakespeare|Romeo and Juliet|Is this the poultice for my aching bones?
William Shakespeare|Romeo and Juliet|Death lies upon her like an untimely frost^NL^Upon the sweetest flower of the field
William Shakespeare|NULL|They are but beggars who can count their worth.
William Shakespeare|NULL|O happy dagger! This is thy sheath; there rust, and let me die.
William Shakespeare|NULL|Chaos is come again.
William Shakespeare|NULL|I know a lady in Venice would have walked barefoot to Palestine for a touch of his nether lip.
William Shakespeare|NULL|An admirable evasion of whoremaster man, to lay his goatish disposition to the charge of a star!
William Shakespeare|NULL|A plague upon your epileptic visage.
William Shakespeare|NULL|O wonder! How many goodly creatures are there here! How beauteous mankind is! O brave new world that has such people in it!
William Shakespeare|NULL|...and thence retire me to my Milan, where every third thought shall be of my grave.
William Shakespeare|NULL|...glad that you thus continue your resolve to suck the sweets of sweet philosophy.
William Shakespeare|NULL|No profit grows where is no pleasure tane; in brief, sir, study what you most affect.
William Shakespeare|NULL|Dwell I but in the suburbs of your good pleasure?
William Shakespeare|NULL|...Come, thick night, and pall thee in the dunnest smoke of hell...
William Shakespeare|NULL|Canst thou not minister to a mind diseas'd^NL^Pluck from the memory a rooted sorrow,^NL^Raze out the written troubles of the brain,^NL^And with some sweet oblivious antidote^NL^Cleanse the stuff'd bosom of that perilous stuff^NL^Which weighs upon the heart?
Steven Shapin|The Scientific Revolution|The framework that modern natural philosophers preferred to Aristotelian teleology was one that explicitly modelled nature on the characteristics of a em(machine).
Steven Shapin|The Scientific Revolution|The machine metaphor might, then, be a vehicle for "taking the wonder out" of our understanding of nature or, as the sociologist Max Weber put it in the early twentieth century, for the "disenchantment of the world".
George Bernard Shaw|Caesar and Cleopatra|Their chief is called Julius Caesar. His father was a tiger and his mother was a burning mountain.
George Bernard Shaw|London Music|All artsmen know what it is to be enthusiastically praised for something so easy that they are half ashamed of it, and to receive not a word of encouragement for their finest strokes.
George Bernard Shaw|Man and Superman|Hell, in short, is a place where you have nothing to do but amuse yourself.
George Bernard Shaw|Misalliance|The secret of being miserable is to have leisure to bother about whether you are happy or not. The cure for it is occupation, because occupation means preoccupation; and the preoccupied person is neither happy nor unhappy, but simply alive and active, which is pleasanter than any happiness, until you are tired of it.
George Bernard Shaw|Misalliance|A perpetual holiday is a good working definition of hell.
George Bernard Shaw|The Apple Cart|I had rather be a dog than the Prime Minister of a country where the only thing the inhabitants can be serious about are football and refreshments.
George Bernard Shaw|The Doctor's Dilemma|No man who is occupied in doing a very difficult thing, and doing it very well, ever loses his self-respect.
George Bernard Shaw|The Man of Destiny|The truth is the one thing nobody will believe.
George Bernard Shaw|The Theatre of the Future|The manager of the C.F.A. Theatre regrets to have to announce that his attempt to procure a new play introducing a married woman in love with her own husband, and without a past, has been wholly unsuccessful. An appeal to our leading dramatic authors to write such a play has elicited a unanimous refusal to compromise their professional reputation by dealing with an abnormal situation and catering for morbid tastes.
George Bernard Shaw|Three Plays by Brieux|I wanted to get at the facts. I was prepared for the facts being unflattering: had I not already faced the fact that instead of being a fallen angel I was first cousin to a monkey?
George Bernard Shaw|NULL|I should prefer to die in a reasonably dry ditch under the stars.
R. B. Sheridan|NULL|I hope, my Lord, those buckles have had the unspeakable satisfaction of being honoured with your Lordship's approbation?
R. B. Sheridan|NULL|I will now show you the excess of my passion, by being very calm. Come, Lory, lay your loggerhead to mine, and, in cold blood, let us contrive his destruction.
R. B. Sheridan|NULL|He talked of accepting Lord Foppington's invitation to sup at Sir Tunbelly Clumsey's.
Lydia Sigourney|The Stars|Ho! bold Orion, with thy lion-shield;^NL^What tidings from the chase? what monsters slain?
